2 10 1284 0 0 0 1 0 0 0 1 0 0
16 10 3226 1 0 1 0 0 0 0 0 0 1
21 10 2483 0 0 0 0 0 0 0 0 1 0
27 10 5123 0 1 0 1 0 0 0 0 1 0
28 10 2245 0 0 0 0 0 0 0 0 0 1
36 10 3186 0 0 0 0 0 0 0 1 0 1
40 10 4997 0 0 1 1 0 0 0 1 0 1
49 10 4179 0 0 0 0 0 0 1 1 0 1
69 10 3468 0 0 1 0 0 1 1 0 0 0
76 10 2417 0 1 0 0 0 0 0 1 1 0
90 10 979 0 0 0 0 1 0 0 0 0 1
101 10 4670 1 0 1 0 1 0 0 0 0 0
103 10 2332 0 0 1 0 0 0 0 0 0 0
107 10 3558 0 1 1 0 0 0 1 0 0 0
110 10 4015 1 0 0 0 0 0 0 0 1 0
114 10 4949 0 1 0 0 0 0 1 1 1 1
115 10 2686 0 0 0 0 0 1 0 1 0 0
122 10 4216 0 0 1 0 1 0 0 1 1 0
133 10 9086 0 0 0 1 0 0 0 0 0 0
136 10 3308 1 0 0 0 1 1 0 0 0 0
138 10 1615 0 0 0 0 0 0 0 0 0 1
141 10 6203 1 1 0 0 0 1 0 0 0 1
151 10 2974 0 0 1 0 0 0 0 0 0 1
173 10 2078 0 0 1 0 0 0 0 0 0 0
179 10 8807 1 0 0 1 0 1 0 1 1 1
181 10 8183 1 0 1 0 0 1 1 0 1 1
191 10 2824 0 0 1 0 0 0 0 0 0 1
196 10 4529 0 0 1 0 0 0 0 0 1 1
202 10 2258 1 0 0 0 0 0 0 0 0 0
204 10 2604 0 0 0 0 0 0 0 0 1 1
206 10 7092 0 1 1 0 1 1 1 1 0 1
208 10 4356 0 0 0 1 1 1 0 0 0 1
218 10 3161 0 0 1 0 0 0 0 1 1 0
219 10 2301 0 0 0 0 1 0 0 0 0 0
223 10 11415 0 0 0 0 0 0 0 1 0 0
234 10 34848 0 0 1 0 0 0 0 0 0 0
245 10 2059 0 0 1 0 1 0 0 0 0 0
250 10 3025 0 0 0 1 0 0 0 0 0 1
251 10 2878 0 0 0 1 0 0 0 1 0 1
264 10 7528 0 0 1 1 0 1 0 0 1 0
268 10 1960 0 0 0 0 0 0 0 0 0 1
271 10 5660 0 0 1 0 0 1 0 0 1 1
280 10 775 0 0 0 0 0 0 1 0 0 0
287 10 2319 0 0 0 1 0 0 0 0 0 0
293 10 6378 0 1 1 1 0 0 0 1 1 0
304 10 867 0 0 0 0 0 0 0 1 0 0
305 10 4755 0 0 0 1 1 1 1 0 0 0
317 10 4692 1 0 0 0 1 1 0 0 0 0
333 10 6127 1 0 0 0 1 0 0 0 0 1
344 10 6432 0 1 1 1 1 0 0 1 0 0
346 10 6739 1 0 1 0 0 0 1 1 1 0
351 10 2837 0 0 0 1 0 0 0 1 1 0
357 10 6979 1 0 0 1 1 1 1 0 0 0
359 10 3908 0 0 1 0 0 0 0 0 1 0
360 10 3105 0 0 0 1 0 0 0 0 0 0
365 10 2827 1 0 0 0 1 0 0 0 0 0
377 10 2294 0 0 0 1 0 0 0 0 0 0
387 10 3174 0 0 0 0 0 1 0 0 0 1
388 10 5398 1 0 0 0 0 1 1 0 0 0
402 10 2504 0 0 0 0 1 0 0 1 0 0
419 10 4323 1 0 0 1 0 0 0 0 1 0
421 10 2395 0 0 0 0 1 0 0 0 0 0
427 10 2967 0 1 1 0 0 0 0 0 0 0
438 10 6533 0 1 0 0 1 1 0 0 0 1
439 10 6157 1 0 0 1 1 1 0 0 1 0
451 10 5619 0 0 0 0 0 1 1 1 0 0
452 10 5566 0 1 1 1 0 0 0 0 0 1
453 10 75019 0 0 0 0 1 0 0 0 0 0
467 10 5046 1 0 1 0 0 1 1 0 0 0
468 10 6028 0 0 1 0 1 0 1 1 0 0
469 10 2577 1 0 0 0 0 1 0 0 0 0
474 10 4909 1 0 0 1 1 0 1 0 0 1
499 10 1684 0 0 0 0 1 0 0 0 0 0
503 10 6407 1 0 1 1 1 1 1 0 1 0
506 10 6105 1 1 0 0 1 0 0 0 1 1
507 10 6528 0 0 1 0 1 0 1 0 0 0
508 10 2766 0 1 0 1 0 0 0 0 0 0
525 10 4636 0 1 0 0 0 1 0 0 1 0
528 10 9314 1 0 0 0 0 1 1 1 1 0
538 10 4460 0 1 0 1 0 0 0 1 0 0
541 10 5832 1 1 0 0 0 0 1 1 0 1
549 10 7100 1 1 0 0 1 1 0 0 1 1
552 10 2907 1 0 0 0 0 0 1 0 0 0
557 10 1498 0 0 0 1 0 0 0 0 0 0
559 10 2329 1 0 0 0 0 0 0 0 0 0
564 10 679 0 0 0 1 0 0 0 0 0 0
568 10 3235 0 1 0 1 0 0 0 0 0 1
594 10 5976 0 0 0 1 0 1 0 0 1 0
603 10 4129 1 0 0 0 0 0 0 1 0 1
608 10 3207 0 0 0 0 0 0 1 1 0 1
610 10 7824 0 1 0 1 0 1 1 1 0 0
619 10 7662 1 1 0 0 1 0 1 0 0 1
623 10 5684 0 0 0 0 1 1 1 1 0 0
625 10 6439 1 0 0 1 0 1 0 0 0 1
640 10 1484 0 0 0 0 0 1 0 0 0 0
647 10 2039 0 0 0 0 1 0 0 0 0 0
653 10 3687 1 0 0 0 0 0 0 1 0 0
656 10 2503 0 0 0 1 1 0 1 0 0 0
660 10 3095 1 0 0 0 0 1 0 1 0 0
668 10 787 1 0 0 0 0 0 0 0 0 0
677 10 5731 1 1 1 0 0 1 1 0 0 0
720 10 1511 0 0 0 0 0 0 1 0 0 0
721 10 969 0 0 0 1 0 0 0 0 0 0
723 10 4097 0 1 0 0 0 1 0 0 0 0
736 10 5998 0 1 1 1 0 0 0 0 1 0
739 10 2714 0 1 0 0 1 0 0 0 0 0
749 10 4153 0 1 1 0 1 0 1 0 0 0
762 10 2460 0 0 1 0 0 0 0 0 0 0
768 10 5881 1 0 0 0 1 0 1 1 0 0
770 10 435 1 0 0 0 0 1 0 0 0 0
771 10 11455 1 1 1 1 1 0 1 1 1 0
772 10 5722 0 0 1 0 1 0 1 0 0 0
781 10 6264 0 0 1 0 0 1 0 0 1 1
783 10 2849 1 0 0 0 0 0 0 1 0 0
790 10 9832 1 0 1 1 1 0 1 1 1 0
794 10 4428 0 1 0 0 0 0 0 0 1 1
798 10 1427 0 1 1 0 1 0 0 0 0 1
803 10 3015 0 0 0 0 0 0 1 1 0 0
807 10 5741 0 0 0 1 1 1 1 0 1 0
810 10 1684 0 0 0 1 0 0 0 0 0 0
815 10 2069 0 0 0 0 0 0 0 1 0 0
827 10 4191 0 0 0 1 0 1 0 1 0 0
828 10 546 0 1 0 0 0 0 0 0 0 1
834 10 7974 1 0 1 1 0 1 0 1 1 0
842 10 2236 0 1 0 0 0 0 0 0 0 0
844 10 5932 0 1 1 0 0 0 0 1 1 0
847 10 3202 0 0 1 0 0 0 0 0 0 1
877 10 4709 1 0 1 0 0 0 0 1 1 0
