2 10 1214 0 0 0 0 0 0 0 1 0 0
16 10 2768 1 0 0 0 0 0 0 0 0 1
21 10 2483 0 0 0 0 0 0 0 0 1 0
27 10 4073 0 1 0 1 0 0 0 0 0 0
28 10 2245 0 0 0 0 0 0 0 0 0 1
36 10 3186 0 0 0 0 0 0 0 1 0 1
40 10 3786 0 0 1 1 0 0 0 1 0 0
49 10 3829 0 0 0 0 0 0 0 1 0 1
69 10 2485 0 0 0 0 0 1 1 0 0 0
76 10 2170 0 0 0 0 0 0 0 1 0 0
90 10 924 0 0 0 0 0 0 0 0 0 1
101 10 4670 1 0 1 0 1 0 0 0 0 0
103 10 2332 0 0 1 0 0 0 0 0 0 0
107 10 3183 0 0 1 0 0 0 1 0 0 0
110 10 4015 1 0 0 0 0 0 0 0 1 0
114 10 3575 0 1 0 0 0 0 0 1 0 0
115 10 2686 0 0 0 0 0 1 0 1 0 0
122 10 4112 0 0 1 0 1 0 0 1 0 0
133 10 9086 0 0 0 1 0 0 0 0 0 0
136 10 3164 1 0 0 0 0 1 0 0 0 0
138 10 1615 0 0 0 0 0 0 0 0 0 1
141 10 5454 0 1 0 0 0 1 0 0 0 1
151 10 2228 0 0 1 0 0 0 0 0 0 0
173 10 2078 0 0 1 0 0 0 0 0 0 0
179 10 7330 0 0 0 0 0 1 0 1 1 1
181 10 6620 0 0 1 0 0 0 1 0 1 1
191 10 2190 0 0 1 0 0 0 0 0 0 0
196 10 3954 0 0 1 0 0 0 0 0 1 0
202 10 2258 1 0 0 0 0 0 0 0 0 0
204 10 2367 0 0 0 0 0 0 0 0 0 1
206 10 6119 0 1 0 0 1 1 1 1 0 1
208 10 4188 0 0 0 0 1 1 0 0 0 1
218 10 2174 0 0 0 0 0 0 0 1 1 0
219 10 2301 0 0 0 0 1 0 0 0 0 0
223 10 11415 0 0 0 0 0 0 0 1 0 0
234 10 34848 0 0 1 0 0 0 0 0 0 0
245 10 1859 0 0 1 0 0 0 0 0 0 0
250 10 3025 0 0 0 1 0 0 0 0 0 1
251 10 2737 0 0 0 1 0 0 0 0 0 1
264 10 6281 0 0 1 1 0 1 0 0 0 0
268 10 1960 0 0 0 0 0 0 0 0 0 1
271 10 4511 0 0 0 0 0 1 0 0 1 0
280 10 775 0 0 0 0 0 0 1 0 0 0
287 10 2319 0 0 0 1 0 0 0 0 0 0
293 10 5090 0 1 0 1 0 0 0 1 0 0
304 10 867 0 0 0 0 0 0 0 1 0 0
305 10 4392 0 0 0 1 0 0 1 0 0 0
317 10 4546 0 0 0 0 1 1 0 0 0 0
333 10 6127 1 0 0 0 1 0 0 0 0 1
344 10 5231 0 0 1 1 0 0 0 1 0 0
346 10 6133 1 0 1 0 0 0 0 1 1 0
351 10 2537 0 0 0 0 0 0 0 1 1 0
357 10 6571 1 0 0 1 1 1 0 0 0 0
359 10 3908 0 0 1 0 0 0 0 0 1 0
360 10 3105 0 0 0 1 0 0 0 0 0 0
365 10 2827 1 0 0 0 1 0 0 0 0 0
377 10 2294 0 0 0 1 0 0 0 0 0 0
387 10 3174 0 0 0 0 0 1 0 0 0 1
388 10 5398 1 0 0 0 0 1 1 0 0 0
402 10 2504 0 0 0 0 1 0 0 1 0 0
419 10 3747 0 0 0 1 0 0 0 0 1 0
421 10 2395 0 0 0 0 1 0 0 0 0 0
427 10 2967 0 1 1 0 0 0 0 0 0 0
438 10 5477 0 1 0 0 1 1 0 0 0 0
439 10 5574 1 0 0 1 0 0 0 0 1 0
451 10 5619 0 0 0 0 0 1 1 1 0 0
452 10 5534 0 1 1 1 0 0 0 0 0 0
453 10 75019 0 0 0 0 1 0 0 0 0 0
467 10 4723 1 0 1 0 0 0 1 0 0 0
468 10 6028 0 0 1 0 1 0 1 1 0 0
469 10 2317 0 0 0 0 0 1 0 0 0 0
474 10 4793 0 0 0 1 1 0 1 0 0 0
499 10 1684 0 0 0 0 1 0 0 0 0 0
503 10 6192 1 0 1 1 1 0 1 0 1 0
506 10 5308 0 1 0 0 1 0 0 0 0 1
507 10 6528 0 0 1 0 1 0 1 0 0 0
508 10 2766 0 1 0 1 0 0 0 0 0 0
525 10 3780 0 1 0 0 0 0 0 0 1 0
528 10 8094 1 0 0 0 0 1 1 0 1 0
538 10 4142 0 0 0 1 0 0 0 1 0 0
541 10 5832 1 1 0 0 0 0 1 1 0 1
549 10 5790 1 1 0 0 1 1 0 0 1 0
552 10 2907 1 0 0 0 0 0 1 0 0 0
557 10 1498 0 0 0 1 0 0 0 0 0 0
559 10 2329 1 0 0 0 0 0 0 0 0 0
564 10 679 0 0 0 1 0 0 0 0 0 0
568 10 2179 0 1 0 1 0 0 0 0 0 0
594 10 5976 0 0 0 1 0 1 0 0 1 0
603 10 2960 0 0 0 0 0 0 0 1 0 1
608 10 2979 0 0 0 0 0 0 0 1 0 1
610 10 7454 0 1 0 0 0 1 1 1 0 0
619 10 6761 1 1 0 0 0 0 1 0 0 1
623 10 5546 0 0 0 0 0 1 1 1 0 0
625 10 5900 0 0 0 1 0 1 0 0 0 1
640 10 1484 0 0 0 0 0 1 0 0 0 0
647 10 2039 0 0 0 0 1 0 0 0 0 0
653 10 3687 1 0 0 0 0 0 0 1 0 0
656 10 2437 0 0 0 1 0 0 1 0 0 0
660 10 2874 1 0 0 0 0 1 0 0 0 0
668 10 787 1 0 0 0 0 0 0 0 0 0
677 10 4793 0 1 1 0 0 1 1 0 0 0
720 10 1511 0 0 0 0 0 0 1 0 0 0
721 10 969 0 0 0 1 0 0 0 0 0 0
723 10 4097 0 1 0 0 0 1 0 0 0 0
736 10 4967 0 1 1 0 0 0 0 0 1 0
739 10 2714 0 1 0 0 1 0 0 0 0 0
749 10 3664 0 1 0 0 0 0 1 0 0 0
762 10 2460 0 0 1 0 0 0 0 0 0 0
768 10 5540 1 0 0 0 1 0 0 1 0 0
770 10 400 1 0 0 0 0 0 0 0 0 0
771 10 10387 0 1 0 1 1 0 1 1 1 0
772 10 5722 0 0 1 0 1 0 1 0 0 0
781 10 6045 0 0 0 0 0 1 0 0 1 1
783 10 2849 1 0 0 0 0 0 0 1 0 0
790 10 9597 1 0 0 1 1 0 1 1 1 0
794 10 4428 0 1 0 0 0 0 0 0 1 1
798 10 1209 0 1 0 0 0 0 0 0 0 1
803 10 3015 0 0 0 0 0 0 1 1 0 0
807 10 5304 0 0 0 1 1 1 0 0 1 0
810 10 1684 0 0 0 1 0 0 0 0 0 0
815 10 2069 0 0 0 0 0 0 0 1 0 0
827 10 4191 0 0 0 1 0 1 0 1 0 0
828 10 482 0 0 0 0 0 0 0 0 0 1
834 10 7270 1 0 1 1 0 0 0 1 1 0
842 10 2236 0 1 0 0 0 0 0 0 0 0
844 10 5152 0 0 1 0 0 0 0 1 1 0
847 10 3202 0 0 1 0 0 0 0 0 0 1
877 10 4482 0 0 1 0 0 0 0 1 1 0
879 10 2348 0 0 0 0 0 0 0 0 0 1
884 10 3345 1 0 0 0 0 1 0 0 0 0
889 10 2094 0 0 1 0 0 0 0 0 0 0
893 10 6622 0 0 1 1 0 0 0 1 1 0
895 10 2605 0 1 0 0 1 0 0 0 0 0
900 10 2497 0 0 0 0 1 0 1 0 0 0
904 10 1123 1 0 0 0 0 0 0 0 0 0
906 10 7497 1 1 1 0 1 0 0 0 0 0
911 10 4007 0 0 0 0 0 1 0 0 0 1
915 10 5723 0 0 0 1 1 0 1 1 0 0
922 10 5043 0 0 0 0 0 1 0 1 1 0
931 10 6466 0 0 0 0 0 0 1 0 1 1
936 10 6704 0 1 1 0 0 0 1 0 1 0
951 10 1723 0 0 0 0 0 0 0 0 0 1
962 10 6215 0 1 1 0 1 0 0 0 1 0
981 10 1833 0 0 0 0 0 1 0 0 0 0
984 10 5752 1 1 0 0 0 0 0 1 0 0
993 10 1138 0 0 0 0 0 0 0 0 0 1
1005 10 2155 0 1 0 0 0 0 0 0 0 0
1012 10 3018 0 0 0 0 0 0 1 0 0 1
1013 10 2337 0 0 0 0 0 0 0 1 0 0
1015 10 2116 0 1 0 0 0 0 0 0 0 0
1027 10 3975 0 1 0 0 1 0 1 0 1 0
1028 10 1402 0 0 0 0 1 0 0 0 0 0
1042 10 1484 0 0 0 1 0 0 0 0 0 0
1043 10 13473 0 0 0 0 1 0 0 0 0 0
1046 10 2766 0 1 0 0 0 0 0 0 0 1
1054 10 909 0 0 0 0 0 0 1 0 0 0
1055 10 1132 1 0 0 0 0 0 0 0 0 0
1063 10 923 0 0 0 0 1 0 0 0 0 0
1064 10 1733 0 0 0 1 0 0 0 0 0 0
1068 10 4890 0 1 0 0 0 0 1 0 1 0
1082 10 7577 0 0 0 0 1 0 0 1 1 1
1083 10 4339 0 0 0 1 1 0 0 1 0 0
