70 20 4310 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0
83 20 2946 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1
147 20 6043 1 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0
178 20 1914 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
221 20 9099 0 0 0 0 0 1 0 0 0 0 1 0 0 1 1 1 0 0 0 0
242 20 602 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
261 20 6493 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 1 1 0
273 20 1806 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
317 20 1513 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
333 20 3643 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1
351 20 1373 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
370 20 3230 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
386 20 2206 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
389 20 2580 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
426 20 7286 0 1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0
496 20 3611 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0
497 20 3804 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0
530 20 5702 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 1 0 0
541 20 3763 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0
589 20 2670 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
592 20 3181 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
598 20 1822 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
634 20 6872 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
665 20 6556 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0
673 20 3209 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0
676 20 3845 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0
689 20 4480 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0
723 20 5638 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0
754 20 4186 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
775 20 4895 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0
782 20 2396 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
796 20 3603 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0
810 20 3340 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0
857 20 2020 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
881 20 2890 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0
908 20 6274 0 0 1 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0
913 20 4116 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
924 20 3281 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
972 20 5389 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1
974 20 5873 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
983 20 6089 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0
1000 20 1753 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1054 20 995 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1070 20 4545 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
1087 20 3431 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1107 20 5581 1 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0
1151 20 7617 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 1 0 0
1177 20 1722 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0
1202 20 1755 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
1215 20 899 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
1216 20 5106 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0
1221 20 3563 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
1285 20 2668 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
1317 20 8005 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0
1323 20 2093 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
1345 20 2121 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
1362 20 5372 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0
1410 20 6765 0 1 0 0 0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 0
1418 20 4143 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0
1421 20 5000 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0
1479 20 4134 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1516 20 2424 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
1542 20 8812 1 0 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0
1587 20 418 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1608 20 1553 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
1629 20 5998 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0
1651 20 3551 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0
1674 20 982 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
1689 20 1892 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
1708 20 7709 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
1742 20 1402 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1772 20 2999 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0
1836 20 3434 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
1916 20 4202 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0
1939 20 2736 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
1956 20 2090 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
1969 20 1738 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
