1 15 10512 1 0 1 1 1 1 0 0 1 1 1 1 1 1 1
2 15 10862 1 1 1 1 1 1 0 1 0 1 1 0 1 1 1
3 15 10859 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0
4 15 11057 1 0 1 0 1 1 0 1 1 1 1 1 1 1 1
5 15 11180 1 1 1 1 1 1 1 1 0 0 1 1 0 1 1
6 15 11218 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1
7 15 10648 0 1 1 1 1 1 1 1 1 1 1 0 1 1 0
8 15 10910 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1
9 15 11258 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1
10 15 10748 1 1 1 1 1 1 1 0 1 1 1 0 0 1 1
11 15 10553 0 1 0 1 1 1 1 1 1 1 0 1 1 1 1
12 15 10911 1 1 0 1 1 1 1 1 0 1 1 1 1 0 1
13 15 10772 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1
14 15 10719 0 1 0 1 1 1 1 0 1 1 1 1 1 1 1
15 15 10678 1 1 1 1 1 1 1 1 0 1 1 0 1 0 1
16 15 10788 1 1 0 0 1 0 1 1 1 1 1 1 1 1 1
17 15 11020 1 1 0 1 1 1 1 1 1 1 1 1 1 0 0
18 15 10809 1 1 1 0 1 1 1 0 1 0 1 1 1 1 1
19 15 10885 0 1 1 1 1 1 0 0 1 1 1 1 1 1 1
20 15 10786 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1
21 15 10841 1 1 1 1 1 1 1 1 1 0 1 1 0 0 1
22 15 10669 1 0 0 1 1 1 1 1 1 0 1 1 1 1 1
23 15 10877 1 1 1 0 1 0 1 1 1 1 1 0 1 1 1
24 15 10885 1 1 0 1 1 0 0 1 1 1 1 1 1 1 1
25 15 10519 0 1 1 0 1 1 1 1 1 1 1 0 1 1 1
26 15 11404 1 0 1 0 1 1 1 1 1 1 0 1 1 1 1
27 15 10900 1 1 0 1 1 1 0 1 1 1 1 0 1 1 1
28 15 10647 0 1 1 1 1 0 1 0 1 1 1 1 1 1 1
