1 15 5579 0 1 1 1 0 1 0 0 1 1 1 1 1 1 1
2 15 5229 1 1 0 1 1 1 1 1 1 0 1 1 1 0 1
3 15 7368 0 1 1 0 1 0 1 0 1 1 1 1 1 1 1
4 15 5618 1 1 1 0 1 1 0 0 1 1 1 1 1 1 0
5 15 6527 1 1 1 0 1 1 1 1 1 0 1 0 1 1 1
6 15 6823 1 1 1 0 1 0 1 1 1 1 1 0 1 1 1
7 15 5222 1 1 1 0 0 1 1 1 1 1 1 0 1 1 1
8 15 6411 1 1 1 0 1 0 1 1 1 0 1 1 1 1 0
9 15 6763 1 1 0 0 1 1 1 1 1 1 0 0 1 1 1
10 15 5528 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1
11 15 4555 1 1 1 1 1 1 1 1 1 0 1 1 0 0 1
12 15 5537 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1
13 15 6172 0 0 0 1 1 1 0 0 0 1 1 1 1 1 1
14 15 5704 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1
15 15 5538 1 0 1 1 1 0 1 1 1 0 0 1 1 1 1
16 15 6538 0 1 1 1 0 1 0 1 1 1 1 1 1 0 1
17 15 7082 1 0 1 1 0 1 1 0 1 0 1 1 1 1 1
18 15 7337 1 1 1 1 1 1 1 1 1 0 1 0 0 1 0
19 15 6026 1 1 0 0 1 1 1 1 1 1 0 1 1 1 1
20 15 7365 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1
21 15 4847 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1
22 15 6244 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1
23 15 6653 1 1 1 1 1 0 0 1 1 1 1 0 1 0 1
24 15 5539 1 0 1 1 1 1 1 1 1 1 1 0 1 0 0
25 15 6870 1 1 1 1 1 1 1 0 0 1 1 1 0 0 1
26 15 5958 1 0 0 1 1 1 0 0 1 1 1 1 1 0 1
27 15 6661 1 0 1 1 1 1 1 1 0 1 0 1 1 1 0
28 15 6568 1 1 1 1 1 0 1 1 1 1 0 1 1 1 0
29 15 6072 1 1 0 0 1 1 1 1 1 1 1 1 1 1 0
30 15 5222 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1
31 15 6722 1 0 1 1 1 1 1 0 1 1 1 0 1 1 1
32 15 6211 1 1 1 0 0 1 1 1 0 0 1 1 1 1 1
33 15 6143 0 1 1 1 1 1 1 0 1 1 1 0 1 1 0
34 15 5948 1 1 1 1 1 1 1 1 0 1 0 0 1 1 1
35 15 5664 0 1 0 1 1 1 1 0 0 1 1 1 1 1 1
36 15 5387 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1
37 15 7121 0 1 1 1 1 1 1 0 1 0 1 1 1 1 1
38 15 6545 1 1 1 1 1 0 1 0 0 1 1 1 1 0 1
39 15 6008 1 0 1 0 1 1 1 1 0 1 1 1 1 1 1
