1 20 16956 0 1 0 1 1 1 0 0 1 0 1 1 0 1 1 1 1 0 1 1
2 20 20216 1 0 1 1 0 0 1 0 0 0 1 1 1 1 0 0 0 1 0 1
3 20 26194 1 1 1 0 1 1 1 1 0 0 1 1 0 1 1 1 1 0 1 1
4 20 20015 1 1 0 0 0 1 1 0 0 0 1 1 1 1 0 1 1 0 0 1
5 20 17942 1 0 1 0 0 1 0 0 1 1 0 0 1 0 1 0 0 1 1 1
6 20 26525 1 1 0 1 1 1 1 1 1 1 1 1 0 1 0 0 1 1 1 0
7 20 27210 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
8 20 19650 0 0 1 1 1 1 0 1 1 1 0 0 1 0 1 1 1 1 1 1
9 20 10150 0 0 1 0 0 0 1 0 0 1 0 0 1 1 0 1 1 0 0 0
10 20 23370 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1
11 20 19109 1 1 1 1 1 1 1 0 0 0 1 1 0 1 1 0 1 0 0 1
12 20 19549 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 1 1
13 20 9511 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 1
14 20 16018 1 1 1 0 0 0 1 0 1 0 0 1 0 1 0 0 0 1 1 1
15 20 30708 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
16 20 8710 1 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0
17 20 19459 1 1 1 0 0 1 1 1 0 1 1 1 0 0 1 1 1 0 0 1
18 20 24541 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1
19 20 24440 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1
20 20 23828 1 0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
21 20 12128 1 1 0 1 0 0 0 1 1 0 1 0 1 0 0 0 0 0 1 0
22 20 19371 1 0 1 1 1 1 1 1 1 0 1 0 0 0 1 0 1 1 1 1
23 20 28320 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1
24 20 22533 1 0 1 1 0 0 1 1 1 0 1 1 1 1 0 0 0 1 1 1
25 20 22575 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1
