1 15 8325 0 1 1 0 1 1 1 1 0 1 1 0 1 1 1
2 15 9195 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1
3 15 8903 1 1 0 0 1 1 1 0 1 1 1 1 1 1 1
4 15 8769 1 0 1 0 1 1 0 1 1 1 1 1 1 1 0
5 15 9507 0 1 1 0 1 0 1 1 1 1 1 1 1 1 1
6 15 9687 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1
7 15 8634 0 1 1 1 1 1 1 0 1 1 1 0 0 1 1
8 15 9175 0 1 1 0 1 1 1 1 0 1 1 1 1 1 1
9 15 10083 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1
10 15 8838 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1
11 15 9191 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1
12 15 8049 1 0 1 1 1 1 1 0 1 0 1 1 0 1 1
13 15 8887 1 0 1 1 1 1 0 1 1 0 1 1 1 0 1
14 15 9074 1 0 1 1 1 0 1 1 0 1 0 1 1 1 1
15 15 9606 1 0 1 1 1 0 1 1 1 1 1 1 1 0 0
16 15 9403 0 1 1 1 1 1 1 1 1 1 1 0 1 1 0
17 15 9087 1 1 1 1 1 1 0 1 1 1 1 0 1 1 0
18 15 9403 1 1 1 1 1 1 1 1 0 1 0 0 1 1 1
19 15 8302 1 1 0 1 1 1 1 1 0 1 1 1 0 1 1
20 15 8290 0 1 1 1 1 1 0 1 1 1 0 1 1 0 1
21 15 9472 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1
22 15 9447 1 0 1 1 1 1 1 1 0 1 1 1 1 0 0
23 15 9205 1 1 0 0 1 1 0 1 1 1 1 1 1 1 1
24 15 9510 1 1 0 1 1 1 0 1 1 0 1 0 1 1 1
25 15 7479 0 0 1 1 1 1 1 0 1 1 1 0 1 1 1
26 15 9269 1 1 1 1 1 1 1 1 0 1 1 0 1 1 0
27 15 9765 1 1 1 0 0 0 1 1 1 0 1 1 1 1 1
28 15 10031 1 1 1 1 1 0 1 1 1 1 1 0 0 1 1
29 15 9334 1 1 1 1 1 0 1 1 1 1 1 0 1 1 0
30 15 8001 1 1 0 1 1 1 0 1 1 0 1 1 1 1 0
31 15 8849 1 0 1 1 1 1 1 1 1 0 0 1 1 1 1
32 15 7787 1 1 0 1 1 1 1 0 1 0 0 1 1 1 1
33 15 9261 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0
34 15 10033 0 1 1 1 1 0 1 1 1 1 1 1 0 1 1
35 15 9335 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1
36 15 9613 1 0 0 0 1 1 1 1 1 1 1 0 1 1 1
37 15 10588 1 1 1 1 1 0 0 1 1 1 1 1 0 1 1
38 15 9685 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1
39 15 9549 1 0 1 1 1 1 1 1 1 1 0 1 1 0 1
40 15 9409 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0
41 15 9627 1 1 1 1 1 1 1 0 0 1 1 1 1 0 1
42 15 9501 1 0 1 1 1 1 0 1 0 1 1 1 1 1 1
43 15 9260 1 1 1 1 1 1 0 1 1 1 1 0 1 1 0
44 15 9005 0 1 1 0 1 1 1 1 0 1 1 1 1 0 1
45 15 9235 1 0 1 1 0 1 1 1 1 1 0 1 1 0 1
46 15 8213 1 1 1 1 0 1 1 1 1 1 1 0 1 1 0
47 15 9173 0 1 1 1 0 1 0 1 1 0 1 1 1 1 1
48 15 8320 1 0 1 0 1 1 1 0 1 1 1 1 1 1 1
49 15 9642 1 1 1 1 0 1 1 1 0 1 1 1 1 1 0
50 15 9492 0 1 0 0 0 1 1 1 1 1 1 1 1 1 1
51 15 9215 1 1 0 1 1 0 1 1 1 0 0 1 1 1 1
52 15 9118 1 1 0 1 1 0 1 1 1 0 1 1 1 1 1
53 15 9070 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0
54 15 8973 1 1 1 1 1 1 1 1 0 1 1 0 0 1 1
55 15 9890 1 1 1 1 1 1 1 0 1 1 0 1 1 1 0
56 15 9273 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0
57 15 9351 1 1 1 1 1 1 1 0 1 1 0 1 1 0 1
58 15 9088 0 1 1 1 1 1 1 1 1 1 1 0 1 1 0
59 15 8871 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1
60 15 8037 1 1 1 0 1 0 1 1 1 1 1 1 1 1 0
61 15 9297 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1
62 15 9764 0 0 1 1 1 1 1 1 0 1 1 0 1 1 1
63 15 9490 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1
64 15 7659 1 1 1 1 0 1 1 1 1 1 0 1 1 0 0
65 15 7975 1 0 1 1 1 1 1 1 1 1 0 1 0 1 0
66 15 9387 1 1 1 1 1 1 1 0 1 1 0 0 1 0 1
67 15 9499 0 1 0 1 1 1 1 1 1 0 1 1 1 1 1
68 15 9639 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1
69 15 10151 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1
70 15 9011 1 1 0 1 0 1 1 1 1 1 1 1 0 0 1
71 15 9741 1 1 1 1 0 1 1 1 1 0 1 1 0 1 1
72 15 8895 0 1 1 1 1 1 1 1 0 1 1 1 1 0 1
73 15 9006 1 0 1 1 0 1 1 0 1 0 1 1 1 1 1
74 15 9718 1 1 1 1 1 1 0 1 0 1 1 1 1 1 0
75 15 8727 0 1 1 1 1 1 1 1 0 1 1 1 0 1 0
76 15 9306 0 1 0 1 1 1 1 1 1 1 0 1 1 1 1
77 15 8733 0 1 0 1 1 1 1 1 1 0 1 0 1 1 1
78 15 8933 1 1 1 1 1 1 1 1 1 0 1 1 0 1 0
79 15 9593 0 1 1 1 1 1 1 1 0 0 1 1 1 1 1
80 15 8016 1 1 1 1 1 1 0 0 1 1 0 1 1 1 1
81 15 8964 0 1 1 1 1 0 1 0 1 1 1 1 1 1 1
82 15 8560 0 1 1 1 1 1 1 1 1 0 1 1 1 0 1
83 15 8826 0 1 1 0 0 1 1 1 1 1 1 1 0 1 1
84 15 9431 0 1 1 1 1 1 1 0 1 0 1 0 1 1 1
85 15 8981 1 1 1 1 0 1 1 0 1 1 1 1 1 1 0
86 15 9117 1 1 0 1 1 1 0 1 1 1 1 1 0 1 1
87 15 8348 1 0 1 0 1 1 0 1 1 1 0 1 1 1 1
88 15 9156 1 1 0 1 1 0 1 1 1 1 1 1 1 1 0
89 15 8452 1 1 1 1 1 1 1 1 0 1 1 1 0 1 0
90 15 9870 1 1 1 1 1 1 0 0 1 1 0 1 1 1 1
91 15 8716 1 1 0 1 1 0 1 1 1 0 1 1 1 0 1
92 15 8936 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1
93 15 9410 1 0 1 1 1 1 1 0 1 1 1 1 1 1 0
94 15 8764 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0
95 15 9219 1 1 0 0 0 1 1 1 1 0 1 1 1 1 1
96 15 8735 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1
97 15 9444 1 0 1 1 1 1 1 0 1 1 1 0 1 1 0
98 15 9708 1 1 1 1 1 1 1 0 1 1 0 1 0 1 1
99 15 8795 0 0 1 1 1 1 1 1 1 1 1 1 1 0 1
100 15 9622 1 1 1 1 1 1 1 1 0 1 0 0 1 1 1
